staff_id,customer_id,batch_id,ingestion_timestamp,order_id,order_status,order_timestamp,payment_mode,source_file,store_id,order_sk,order_date,order_hour,order_month,order_day,order_weekday,week_of_year,quarter,financial_year,peak_hour_flag,weekend_flag,meal_period,silver_processed_at
ST002,C0475,20260603,2026-06-03T17:39:20.186841,O00370,Completed,2026-06-03 13:12:27.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00370,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0036,20260603,2026-06-03T17:39:20.186841,O00372,Completed,2026-06-03 13:19:07.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00372,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST004,C0067,20260603,2026-06-03T17:39:20.186841,O00375,Completed,2026-06-03 13:18:35.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00375,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0579,20260603,2026-06-03T17:39:20.186841,O00379,Completed,2026-06-03 13:01:24.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00379,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST001,C0540,20260603,2026-06-03T17:39:20.186841,O00380,Completed,2026-06-03 12:10:50.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00380,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST015,C0077,20260603,2026-06-03T17:39:20.186841,O00383,Completed,2026-06-03 14:07:22.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00383,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0041,20260603,2026-06-03T17:39:20.186841,O00387,Completed,2026-06-03 11:14:08.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00387,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST013,C0073,20260603,2026-06-03T17:39:20.186841,O00388,Completed,2026-06-03 12:17:48.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00388,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0084,20260603,2026-06-03T17:39:20.186841,O00389,Completed,2026-06-03 13:27:07.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00389,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST004,C0095,20260603,2026-06-03T17:39:20.186841,O00391,Completed,2026-06-03 11:41:17.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00391,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST011,C0436,20260603,2026-06-03T17:39:20.186841,O00393,Completed,2026-06-03 12:49:27.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00393,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST004,C0131,20260603,2026-06-03T17:39:20.186841,O00394,Completed,2026-06-03 13:59:25.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00394,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0071,20260603,2026-06-03T17:39:20.186841,O00397,Completed,2026-06-03 17:17:14.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00397,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST008,C0113,20260603,2026-06-03T17:39:20.186841,O00399,Completed,2026-06-03 17:41:15.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00399,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST012,C0348,20260603,2026-06-03T17:39:20.186841,O00401,Completed,2026-06-03 14:01:06.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00401,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0278,20260603,2026-06-03T17:39:20.186841,O00403,Completed,2026-06-03 15:45:09.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00403,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST008,C0124,20260603,2026-06-03T17:39:20.186841,O00410,Completed,2026-06-03 13:04:35.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00410,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0507,20260603,2026-06-03T17:39:20.186841,O00413,Completed,2026-06-03 12:33:33.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00413,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST011,C0191,20260603,2026-06-03T17:39:20.186841,O00417,Completed,2026-06-03 14:29:03.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00417,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST001,C0542,20260603,2026-06-03T17:39:20.186841,O00418,Completed,2026-06-03 16:18:04.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00418,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST007,C0393,20260603,2026-06-03T17:39:20.186841,O00419,Completed,2026-06-03 13:45:01.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00419,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST015,C0193,20260603,2026-06-03T17:39:20.186841,O00421,Completed,2026-06-03 13:33:24.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00421,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST014,C0377,20260603,2026-06-03T17:39:20.186841,O00424,Completed,2026-06-03 11:30:05.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00424,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST003,C0097,20260603,2026-06-03T17:39:20.186841,O00426,Completed,2026-06-03 16:52:53.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00426,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST002,C0126,20260603,2026-06-03T17:39:20.186841,O00428,Completed,2026-06-03 16:01:22.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00428,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST011,C0124,20260603,2026-06-03T17:39:20.186841,O00429,Completed,2026-06-03 11:23:24.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00429,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST009,C0389,20260603,2026-06-03T17:39:20.186841,O00430,Completed,2026-06-03 11:49:57.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00430,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST007,C0250,20260603,2026-06-03T17:39:20.186841,O00431,Completed,2026-06-03 12:03:38.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00431,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0637,20260603,2026-06-03T17:39:20.186841,O00434,Completed,2026-06-03 17:32:39.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00434,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST005,C0247,20260603,2026-06-03T17:39:20.186841,O00436,Completed,2026-06-03 16:03:30.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00436,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST013,C0209,20260603,2026-06-03T17:39:20.186841,O00437,Completed,2026-06-03 13:47:42.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00437,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST002,C0101,20260603,2026-06-03T17:39:20.186841,O00439,Completed,2026-06-03 17:24:17.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00439,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST003,C0066,20260603,2026-06-03T17:39:20.186841,O00440,Completed,2026-06-03 15:37:15.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00440,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST005,C0104,20260603,2026-06-03T17:39:20.186841,O00444,Completed,2026-06-03 16:58:21.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00444,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST001,C0125,20260603,2026-06-03T17:39:20.186841,O00445,Completed,2026-06-03 15:49:49.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00445,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST001,C0028,20260603,2026-06-03T17:39:20.186841,O00450,Completed,2026-06-03 13:49:51.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00450,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST012,C0495,20260603,2026-06-03T17:39:20.186841,O00452,Completed,2026-06-03 15:59:38.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00452,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST013,C0172,20260603,2026-06-03T17:39:20.186841,O00454,Completed,2026-06-03 17:41:07.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00454,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST002,C0309,20260603,2026-06-03T17:39:20.186841,O00456,Completed,2026-06-03 14:34:09.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00456,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST005,C0323,20260603,2026-06-03T17:39:20.186841,O00459,Completed,2026-06-03 12:45:02.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00459,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST011,C0070,20260603,2026-06-03T17:39:20.186841,O00462,Completed,2026-06-03 13:44:14.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00462,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0604,20260603,2026-06-03T17:39:20.186841,O00464,Completed,2026-06-03 10:42:02.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00464,2026-06-03,10,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST006,C0099,20260603,2026-06-03T17:39:20.186841,O00472,Completed,2026-06-03 15:46:10.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00472,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST010,C0283,20260603,2026-06-03T17:39:20.186841,O00484,Completed,2026-06-03 13:38:56.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00484,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST011,C0343,20260603,2026-06-03T17:39:20.186841,O00485,Completed,2026-06-03 16:46:54.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00485,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST008,C0098,20260603,2026-06-03T17:39:20.186841,O00490,Completed,2026-06-03 14:58:41.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00490,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST015,C0026,20260603,2026-06-03T17:39:20.186841,O00493,Completed,2026-06-03 16:37:17.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00493,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST012,C0082,20260603,2026-06-03T17:39:20.186841,O00494,Completed,2026-06-03 13:43:00.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00494,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0591,20260603,2026-06-03T17:39:20.186841,O00500,Completed,2026-06-03 16:14:26.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00500,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST011,C0353,20260603,2026-06-03T17:39:20.186841,O00503,Completed,2026-06-03 17:08:03.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00503,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST009,C0266,20260603,2026-06-03T17:39:20.186841,O00512,Completed,2026-06-03 13:31:37.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00512,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0580,20260603,2026-06-03T17:39:20.186841,O00514,Completed,2026-06-03 15:08:46.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00514,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST015,C0001,20260603,2026-06-03T17:39:20.186841,O00517,Completed,2026-06-03 17:12:45.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00517,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST008,C0006,20260603,2026-06-03T17:39:20.186841,O00520,Completed,2026-06-03 11:23:37.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00520,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST011,C0316,20260603,2026-06-03T17:39:20.186841,O00521,Completed,2026-06-03 17:25:45.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00521,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST007,C0002,20260603,2026-06-03T17:39:20.186841,O00523,Completed,2026-06-03 15:14:41.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00523,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST005,C0234,20260603,2026-06-03T17:39:20.186841,O00525,Completed,2026-06-03 12:13:58.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00525,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST015,C0075,20260603,2026-06-03T17:39:20.186841,O00526,Completed,2026-06-03 17:20:56.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00526,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST003,C0109,20260603,2026-06-03T17:39:20.186841,O00527,Completed,2026-06-03 12:52:01.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00527,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0018,20260603,2026-06-03T17:39:20.186841,O00535,Completed,2026-06-03 13:17:03.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00535,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST014,C0059,20260603,2026-06-03T17:39:20.186841,O00536,Completed,2026-06-03 17:38:34.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00536,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST002,C0098,20260603,2026-06-03T17:39:20.186841,O00548,Completed,2026-06-03 12:11:42.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00548,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0594,20260603,2026-06-03T17:39:20.186841,O00555,Completed,2026-06-03 13:28:49.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00555,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0003,20260603,2026-06-03T17:39:20.186841,O00556,Completed,2026-06-03 17:23:17.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00556,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST012,C0547,20260603,2026-06-03T17:39:20.186841,O00557,Completed,2026-06-03 10:04:15.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00557,2026-06-03,10,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST014,C0318,20260603,2026-06-03T17:39:20.186841,O00558,Completed,2026-06-03 13:29:48.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00558,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST007,C0084,20260603,2026-06-03T17:39:20.186841,O00559,Completed,2026-06-03 13:19:53.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00559,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST008,C0040,20260603,2026-06-03T17:39:20.186841,O00562,Completed,2026-06-03 12:46:58.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00562,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0352,20260603,2026-06-03T17:39:20.186841,O00563,Completed,2026-06-03 14:56:00.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00563,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST005,C0067,20260603,2026-06-03T17:39:20.186841,O00565,Completed,2026-06-03 17:21:14.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00565,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST004,C0032,20260603,2026-06-03T17:39:20.186841,O00567,Completed,2026-06-03 13:53:08.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00567,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST012,C0050,20260603,2026-06-03T17:39:20.186841,O00569,Completed,2026-06-03 13:16:19.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00569,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST005,C0048,20260603,2026-06-03T17:39:20.186841,O00576,Completed,2026-06-03 13:13:01.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00576,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST012,C0014,20260603,2026-06-03T17:39:20.186841,O00580,Completed,2026-06-03 12:36:13.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00580,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST003,C0101,20260603,2026-06-03T17:39:20.186841,O00583,Completed,2026-06-03 14:19:17.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00583,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST012,C0583,20260603,2026-06-03T17:39:20.186841,O00588,Completed,2026-06-03 12:31:21.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00588,2026-06-03,12,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST013,C0137,20260603,2026-06-03T17:39:20.186841,O00592,Completed,2026-06-03 14:37:49.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00592,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST010,C0029,20260603,2026-06-03T17:39:20.186841,O00597,Completed,2026-06-03 15:30:21.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00597,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST005,C0570,20260603,2026-06-03T17:39:20.186841,O00602,Completed,2026-06-03 11:54:05.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00602,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST014,C0042,20260603,2026-06-03T17:39:20.186841,O00604,Completed,2026-06-03 11:50:32.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00604,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST007,C0517,20260603,2026-06-03T17:39:20.186841,O00605,Completed,2026-06-03 11:13:25.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00605,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST002,C0039,20260603,2026-06-03T17:39:20.186841,O00606,Completed,2026-06-03 15:27:40.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00606,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST005,C0574,20260603,2026-06-03T17:39:20.186841,O00610,Completed,2026-06-03 17:02:34.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00610,2026-06-03,17,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Dinner,2026-06-03T17:41:50.872Z
ST006,C0533,20260603,2026-06-03T17:39:20.186841,O00612,Completed,2026-06-03 10:45:12.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00612,2026-06-03,10,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST013,C0096,20260603,2026-06-03T17:39:20.186841,O00613,Completed,2026-06-03 16:12:51.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00613,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST013,C0398,20260603,2026-06-03T17:39:20.186841,O00614,Completed,2026-06-03 11:54:09.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00614,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST007,C0074,20260603,2026-06-03T17:39:20.186841,O00616,Completed,2026-06-03 16:10:48.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00616,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST009,C0426,20260603,2026-06-03T17:39:20.186841,O00617,Completed,2026-06-03 11:03:44.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00617,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST004,C0052,20260603,2026-06-03T17:39:20.186841,O00618,Completed,2026-06-03 14:54:49.421000+00:00,Card,orders_S005_20260603.json,S005,S005_O00618,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST008,C0604,20260603,2026-06-03T17:39:20.186841,O00620,Completed,2026-06-03 11:08:33.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00620,2026-06-03,11,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Breakfast,2026-06-03T17:41:50.872Z
ST003,C0371,20260603,2026-06-03T17:39:20.186841,O00622,Completed,2026-06-03 16:13:26.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00622,2026-06-03,16,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST013,C0222,20260603,2026-06-03T17:39:20.186841,O00630,Completed,2026-06-03 14:23:04.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00630,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST009,C0088,20260603,2026-06-03T17:39:20.186841,O00632,Completed,2026-06-03 15:57:37.421000+00:00,Cash,orders_S005_20260603.json,S005,S005_O00632,2026-06-03,15,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Snack,2026-06-03T17:41:50.872Z
ST012,C0414,20260603,2026-06-03T17:39:20.186841,O00634,Completed,2026-06-03 14:35:37.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00634,2026-06-03,14,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
ST006,C0481,20260603,2026-06-03T17:39:20.186841,O00635,Completed,2026-06-03 13:01:17.421000+00:00,UPI,orders_S005_20260603.json,S005,S005_O00635,2026-06-03,13,6,3,Wednesday,23,2,2026-2027,Off-Peak,Weekday,Lunch,2026-06-03T17:41:50.872Z
