order_item_sk,order_sk,order_id,store_id,customer_id,staff_id,product_id,order_date,order_hour,quantity,unit_price,line_amount,payment_mode,order_weekday,peak_hour_flag,weekend_flag,meal_period,date_key,hour_key
S002_O00212_P009,S002_O00212,O00212,S002,C0037,ST002,P009,2026-06-03,17,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00212_P009,S002_O00212,O00212,S002,C0037,ST002,P009,2026-06-03,17,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00212_P009,S006_O00212,O00212,S006,C0027,ST004,P009,2026-06-03,10,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Breakfast,20260603,10
S002_O00212_P009,S006_O00212,O00212,S006,C0027,ST004,P009,2026-06-03,10,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Breakfast,20260603,10
S002_O00212_P009,S006_O00212,O00212,S006,C0027,ST004,P009,2026-06-03,10,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Breakfast,20260603,10
S002_O00212_P009,S006_O00212,O00212,S006,C0027,ST004,P009,2026-06-03,10,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Breakfast,20260603,10
S002_O00212_P009,S006_O00212,O00212,S006,C0027,ST004,P009,2026-06-03,10,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Breakfast,20260603,10
S002_O00212_P009,S006_O00212,O00212,S006,C0027,ST004,P009,2026-06-03,10,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Breakfast,20260603,10
S002_O00212_P009,S001_O00212,O00212,S001,C0338,ST008,P009,2026-06-03,14,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00212_P009,S001_O00212,O00212,S001,C0338,ST008,P009,2026-06-03,14,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00212_P009,S001_O00212,O00212,S001,C0338,ST008,P009,2026-06-03,14,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00212_P009,S001_O00212,O00212,S001,C0338,ST008,P009,2026-06-03,14,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00212_P009,S001_O00212,O00212,S001,C0338,ST008,P009,2026-06-03,14,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00212_P009,S001_O00212,O00212,S001,C0338,ST008,P009,2026-06-03,14,2,99.0,198.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P005,S002_O00213,O00213,S002,C0189,ST013,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S002_O00213,O00213,S002,C0189,ST013,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S002_O00213,O00213,S002,C0189,ST013,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S002_O00213,O00213,S002,C0189,ST013,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S002_O00213,O00213,S002,C0189,ST013,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S002_O00213,O00213,S002,C0189,ST013,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S006_O00213,O00213,S006,C0270,ST001,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S006_O00213,O00213,S006,C0270,ST001,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S006_O00213,O00213,S006,C0270,ST001,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S006_O00213,O00213,S006,C0270,ST001,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S006_O00213,O00213,S006,C0270,ST001,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S006_O00213,O00213,S006,C0270,ST001,P005,2026-06-03,17,1,149.0,149.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P005,S001_O00213,O00213,S001,C0471,ST006,P005,2026-06-03,14,1,149.0,149.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P005,S001_O00213,O00213,S001,C0471,ST006,P005,2026-06-03,14,1,149.0,149.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P005,S001_O00213,O00213,S001,C0471,ST006,P005,2026-06-03,14,1,149.0,149.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P005,S001_O00213,O00213,S001,C0471,ST006,P005,2026-06-03,14,1,149.0,149.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P005,S001_O00213,O00213,S001,C0471,ST006,P005,2026-06-03,14,1,149.0,149.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P005,S001_O00213,O00213,S001,C0471,ST006,P005,2026-06-03,14,1,149.0,149.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P007,S002_O00213,O00213,S002,C0189,ST013,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S002_O00213,O00213,S002,C0189,ST013,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S002_O00213,O00213,S002,C0189,ST013,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S002_O00213,O00213,S002,C0189,ST013,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S002_O00213,O00213,S002,C0189,ST013,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S002_O00213,O00213,S002,C0189,ST013,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S006_O00213,O00213,S006,C0270,ST001,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S006_O00213,O00213,S006,C0270,ST001,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S006_O00213,O00213,S006,C0270,ST001,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S006_O00213,O00213,S006,C0270,ST001,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S006_O00213,O00213,S006,C0270,ST001,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S006_O00213,O00213,S006,C0270,ST001,P007,2026-06-03,17,2,60.0,120.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P007,S001_O00213,O00213,S001,C0471,ST006,P007,2026-06-03,14,2,60.0,120.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P007,S001_O00213,O00213,S001,C0471,ST006,P007,2026-06-03,14,2,60.0,120.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P007,S001_O00213,O00213,S001,C0471,ST006,P007,2026-06-03,14,2,60.0,120.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P007,S001_O00213,O00213,S001,C0471,ST006,P007,2026-06-03,14,2,60.0,120.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P007,S001_O00213,O00213,S001,C0471,ST006,P007,2026-06-03,14,2,60.0,120.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P007,S001_O00213,O00213,S001,C0471,ST006,P007,2026-06-03,14,2,60.0,120.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P013,S002_O00213,O00213,S002,C0189,ST013,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S002_O00213,O00213,S002,C0189,ST013,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S002_O00213,O00213,S002,C0189,ST013,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S002_O00213,O00213,S002,C0189,ST013,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S002_O00213,O00213,S002,C0189,ST013,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S002_O00213,O00213,S002,C0189,ST013,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S006_O00213,O00213,S006,C0270,ST001,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S006_O00213,O00213,S006,C0270,ST001,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S006_O00213,O00213,S006,C0270,ST001,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S006_O00213,O00213,S006,C0270,ST001,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S006_O00213,O00213,S006,C0270,ST001,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S006_O00213,O00213,S006,C0270,ST001,P013,2026-06-03,17,2,249.0,498.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P013,S001_O00213,O00213,S001,C0471,ST006,P013,2026-06-03,14,2,249.0,498.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P013,S001_O00213,O00213,S001,C0471,ST006,P013,2026-06-03,14,2,249.0,498.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P013,S001_O00213,O00213,S001,C0471,ST006,P013,2026-06-03,14,2,249.0,498.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P013,S001_O00213,O00213,S001,C0471,ST006,P013,2026-06-03,14,2,249.0,498.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P013,S001_O00213,O00213,S001,C0471,ST006,P013,2026-06-03,14,2,249.0,498.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P013,S001_O00213,O00213,S001,C0471,ST006,P013,2026-06-03,14,2,249.0,498.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P016,S002_O00213,O00213,S002,C0189,ST013,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S002_O00213,O00213,S002,C0189,ST013,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S002_O00213,O00213,S002,C0189,ST013,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S002_O00213,O00213,S002,C0189,ST013,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S002_O00213,O00213,S002,C0189,ST013,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S002_O00213,O00213,S002,C0189,ST013,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S006_O00213,O00213,S006,C0270,ST001,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S006_O00213,O00213,S006,C0270,ST001,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S006_O00213,O00213,S006,C0270,ST001,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S006_O00213,O00213,S006,C0270,ST001,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S006_O00213,O00213,S006,C0270,ST001,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S006_O00213,O00213,S006,C0270,ST001,P016,2026-06-03,17,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Dinner,20260603,17
S002_O00213_P016,S001_O00213,O00213,S001,C0471,ST006,P016,2026-06-03,14,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P016,S001_O00213,O00213,S001,C0471,ST006,P016,2026-06-03,14,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P016,S001_O00213,O00213,S001,C0471,ST006,P016,2026-06-03,14,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P016,S001_O00213,O00213,S001,C0471,ST006,P016,2026-06-03,14,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P016,S001_O00213,O00213,S001,C0471,ST006,P016,2026-06-03,14,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00213_P016,S001_O00213,O00213,S001,C0471,ST006,P016,2026-06-03,14,2,299.0,598.0,Card,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P003,S005_O00214,O00214,S005,C0078,ST001,P003,2026-06-03,14,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P003,S005_O00214,O00214,S005,C0078,ST001,P003,2026-06-03,14,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P003,S005_O00214,O00214,S005,C0078,ST001,P003,2026-06-03,14,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P003,S005_O00214,O00214,S005,C0078,ST001,P003,2026-06-03,14,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P003,S005_O00214,O00214,S005,C0078,ST001,P003,2026-06-03,14,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P003,S005_O00214,O00214,S005,C0078,ST001,P003,2026-06-03,14,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P003,S006_O00214,O00214,S006,C0200,ST001,P003,2026-06-03,13,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P003,S006_O00214,O00214,S006,C0200,ST001,P003,2026-06-03,13,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P003,S006_O00214,O00214,S006,C0200,ST001,P003,2026-06-03,13,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P003,S006_O00214,O00214,S006,C0200,ST001,P003,2026-06-03,13,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P003,S006_O00214,O00214,S006,C0200,ST001,P003,2026-06-03,13,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P003,S006_O00214,O00214,S006,C0200,ST001,P003,2026-06-03,13,1,499.0,499.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P008,S005_O00214,O00214,S005,C0078,ST001,P008,2026-06-03,14,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P008,S005_O00214,O00214,S005,C0078,ST001,P008,2026-06-03,14,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P008,S005_O00214,O00214,S005,C0078,ST001,P008,2026-06-03,14,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P008,S005_O00214,O00214,S005,C0078,ST001,P008,2026-06-03,14,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P008,S005_O00214,O00214,S005,C0078,ST001,P008,2026-06-03,14,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P008,S005_O00214,O00214,S005,C0078,ST001,P008,2026-06-03,14,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P008,S006_O00214,O00214,S006,C0200,ST001,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P008,S006_O00214,O00214,S006,C0200,ST001,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P008,S006_O00214,O00214,S006,C0200,ST001,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P008,S006_O00214,O00214,S006,C0200,ST001,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P008,S006_O00214,O00214,S006,C0200,ST001,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P008,S006_O00214,O00214,S006,C0200,ST001,P008,2026-06-03,13,3,60.0,180.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P009,S005_O00214,O00214,S005,C0078,ST001,P009,2026-06-03,14,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P009,S005_O00214,O00214,S005,C0078,ST001,P009,2026-06-03,14,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P009,S005_O00214,O00214,S005,C0078,ST001,P009,2026-06-03,14,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P009,S005_O00214,O00214,S005,C0078,ST001,P009,2026-06-03,14,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P009,S005_O00214,O00214,S005,C0078,ST001,P009,2026-06-03,14,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P009,S005_O00214,O00214,S005,C0078,ST001,P009,2026-06-03,14,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P009,S006_O00214,O00214,S006,C0200,ST001,P009,2026-06-03,13,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P009,S006_O00214,O00214,S006,C0200,ST001,P009,2026-06-03,13,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P009,S006_O00214,O00214,S006,C0200,ST001,P009,2026-06-03,13,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P009,S006_O00214,O00214,S006,C0200,ST001,P009,2026-06-03,13,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P009,S006_O00214,O00214,S006,C0200,ST001,P009,2026-06-03,13,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P009,S006_O00214,O00214,S006,C0200,ST001,P009,2026-06-03,13,3,99.0,297.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P011,S005_O00214,O00214,S005,C0078,ST001,P011,2026-06-03,14,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P011,S005_O00214,O00214,S005,C0078,ST001,P011,2026-06-03,14,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P011,S005_O00214,O00214,S005,C0078,ST001,P011,2026-06-03,14,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P011,S005_O00214,O00214,S005,C0078,ST001,P011,2026-06-03,14,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P011,S005_O00214,O00214,S005,C0078,ST001,P011,2026-06-03,14,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P011,S005_O00214,O00214,S005,C0078,ST001,P011,2026-06-03,14,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00214_P011,S006_O00214,O00214,S006,C0200,ST001,P011,2026-06-03,13,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P011,S006_O00214,O00214,S006,C0200,ST001,P011,2026-06-03,13,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P011,S006_O00214,O00214,S006,C0200,ST001,P011,2026-06-03,13,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P011,S006_O00214,O00214,S006,C0200,ST001,P011,2026-06-03,13,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P011,S006_O00214,O00214,S006,C0200,ST001,P011,2026-06-03,13,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00214_P011,S006_O00214,O00214,S006,C0200,ST001,P011,2026-06-03,13,2,169.0,338.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,13
S002_O00215_P001,S004_O00215,O00215,S004,C0257,ST010,P001,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P001,S004_O00215,O00215,S004,C0257,ST010,P001,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P001,S004_O00215,O00215,S004,C0257,ST010,P001,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P001,S004_O00215,O00215,S004,C0257,ST010,P001,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P001,S004_O00215,O00215,S004,C0257,ST010,P001,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P001,S004_O00215,O00215,S004,C0257,ST010,P001,2026-06-03,12,2,299.0,598.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P001,S001_O00215,O00215,S001,C0389,ST014,P001,2026-06-03,14,2,299.0,598.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P001,S001_O00215,O00215,S001,C0389,ST014,P001,2026-06-03,14,2,299.0,598.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P001,S001_O00215,O00215,S001,C0389,ST014,P001,2026-06-03,14,2,299.0,598.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P001,S001_O00215,O00215,S001,C0389,ST014,P001,2026-06-03,14,2,299.0,598.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P001,S001_O00215,O00215,S001,C0389,ST014,P001,2026-06-03,14,2,299.0,598.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P001,S001_O00215,O00215,S001,C0389,ST014,P001,2026-06-03,14,2,299.0,598.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P002,S004_O00215,O00215,S004,C0257,ST010,P002,2026-06-03,12,2,399.0,798.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P002,S004_O00215,O00215,S004,C0257,ST010,P002,2026-06-03,12,2,399.0,798.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P002,S004_O00215,O00215,S004,C0257,ST010,P002,2026-06-03,12,2,399.0,798.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P002,S004_O00215,O00215,S004,C0257,ST010,P002,2026-06-03,12,2,399.0,798.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P002,S004_O00215,O00215,S004,C0257,ST010,P002,2026-06-03,12,2,399.0,798.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P002,S004_O00215,O00215,S004,C0257,ST010,P002,2026-06-03,12,2,399.0,798.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
S002_O00215_P002,S001_O00215,O00215,S001,C0389,ST014,P002,2026-06-03,14,2,399.0,798.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P002,S001_O00215,O00215,S001,C0389,ST014,P002,2026-06-03,14,2,399.0,798.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P002,S001_O00215,O00215,S001,C0389,ST014,P002,2026-06-03,14,2,399.0,798.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P002,S001_O00215,O00215,S001,C0389,ST014,P002,2026-06-03,14,2,399.0,798.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P002,S001_O00215,O00215,S001,C0389,ST014,P002,2026-06-03,14,2,399.0,798.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P002,S001_O00215,O00215,S001,C0389,ST014,P002,2026-06-03,14,2,399.0,798.0,Cash,Wednesday,Off-Peak,Weekday,Lunch,20260603,14
S002_O00215_P005,S004_O00215,O00215,S004,C0257,ST010,P005,2026-06-03,12,2,149.0,298.0,UPI,Wednesday,Off-Peak,Weekday,Lunch,20260603,12
